name,description,country,sector,logo,websummit,linkedin,facebook,crunchbase,website,twitter,instagram,angellist
Event Banana,"#1 venue & catering integrated marketplace in South East Asia with over 2,000 venues and 200 caterers",Thailand,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/05ebfd935c63a2cd545882acfa94e00dff174791.png?1571137615,['2019'],,https://www.facebook.com/eventbanana,https://www.crunchbase.com/organization/event-banana,https://www.eventbanana.com/en,https://twitter.com/Event_Banana,,
EventShake by Shake IT,"EventShake is the Swiss Army knife of event apps. We make it easy to interact, engage and give your event a little shake. Demo here.",Portugal,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/39d30f61f5eab8d0f8851bc19557535013fd8e28.png?1570723228,['2019'],,https://www.facebook.com/shakeit.pt,,http://www.shakeit.pt/,,,
Everlog,"A TMS 4.0 that applies artificial intelligence and big data to tender freight, track deliveries and audit freight payments, on one platform",Brazil,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/25a34c483d16d9205e0105eea065aff610d97d01.png?1570478586,['2019'],https://www.linkedin.com/company/10473838,https://www.facebook.com/everlogbrasil,https://www.crunchbase.com/organization/everlog,https://everlogbrasil.com.br/,https://twitter.com/everlogbrasil,https://instagram.com/everlog.tech,https://angel.co/company/everlog
evervault,We're building the internet infrastructure for data privacy and allow you to integrate privacy into your product in minutes.,Ireland,Security,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/7030d36c534e0544a730039d4dfdc709ba617f45.png?1570111659,['2019'],,,https://www.crunchbase.com/organization/evervault,https://evervault.com/,https://twitter.com/evervault,,https://angel.co/company/evervault
evlos4u,We are a B2B2C hub of Solutions for Companies' Finances and Capital Markets; helping building up the new banking experience,Brazil,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a952b0bf6f3db54565230dd1dd6359d904b466b0.png?1569861639,['2019'],https://www.linkedin.com/company/evlos4u/about,,,http://www.evlos4u.com/,,https://instagram.com/evlos4u/?hl=pt-br,
EVRYPLACE,"Web-based 360-degree presentations editor for business looking to innovate their training, documentation, and sales workflows…",Poland,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/479890d2bb5ad6d2268902de741214a07700dbdd.png?1571906502,['2019'],https://www.linkedin.com/company/evryplace,https://www.facebook.com/evryplace,,https://evryplace.com/,,,
EXPOPOLIS,"Advanced and modular software for the organisation of virtual fairs, physical fairs, jobfairs, online catalogs and portals.",Belgium,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/5ec3b280b456b1c2b27df304fa985f5c9c6f0efb.png?1503489104,['2019'],https://www.linkedin.com/company/expopolis,,,https://www.expopolis.com/en/,https://twitter.com/ExpoPolis,,
EZ4U,"With + 3.000 corporate clients, EZ4U offers premium quality 2-way SMS, IVR, Whatsapp and Geo-Enabled communications with global…",Portugal,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/e1f2ce83fced1031095da6c501209f3b2f870820.png?1565168461,['2019'],https://www.linkedin.com/company/ez4u,https://www.facebook.com/ez4uteam,,https://www.ez4u.pt/,https://twitter.com/EZ4UTeam,,
Facenote,Facenote specializes in biometrics authentication and customer identification enabling face payments and new retail experiences,Argentina,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/515894d15f0ca6c7dfaf3af97188bec1254efaaa.png?1571147549,['2019'],https://www.linkedin.com/company/16165743/admin,https://www.facebook.com/Facenoteme-166182484006366,https://www.crunchbase.com/organization/facenote,https://facenote.me/,https://twitter.com/facenoteme,https://instagram.com/facenote,https://angel.co/company/facenote
Fantasy Games,Fantasy Games owns & operates Gamerji - an online esports platform and Fantasyji- a fantasy sports platform for different games & sports.,India,"Gaming, VR & AR",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/79d61782055ab0d65a5798ed4eebe7634dfbe950.png?1567678221,['2019'],,https://www.facebook.com/fantasyji,,https://www.gamerji.com/,,,
FARMDOK,A Farm Management & AI based decision support system for farmers & the agricultural industry. Optimize food production & feed the world!,Austria,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a95a076b7756201d070c21f572cb26a0e5c490b9.png?1566207284,['2019'],https://www.linkedin.com/company/farmdok-gmbh,https://www.facebook.com/farmdok,https://www.crunchbase.com/organization/farmdok-gmbh,http://www.farmdok.com/,https://twitter.com/farmdok,,https://angel.co/projects/831028-farmdok
FAST APPLICATIONS LTD,The world's first professional network for Freight Forwarders and NVOCCs - Turning any traditional freight forwarder to a Digital…,Israel,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1bf175f3b2abffbab96c75a2f7c1e04633fc1db4.png?1570119108,['2019'],https://www.linkedin.com/company/fast-applications-ltd,https://www.facebook.com/fastapps2018,https://www.crunchbase.com/organization/fast-applications-ltd,https://fast-apps.com/,https://twitter.com/Fast__Apps,,
Faster Than Light,"Faster Than Light is 1000X faster than the market leaders, for running tests on a large code base.",United States,Security,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/aa0050c29dd833023985b8f27ad91bf12f6de978.png?1571317935,['2019'],,,,https://fasterthanlight.dev/,https://twitter.com/ftlbugcatcher,,
Feelming,"Video solutions to connect people and simplify their workflow. Online now with Feelmatic, the all-in-one suite for digital journalists.",Italy,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/b2079dcda02742501304ca72d6ccc9b5ba2ca443.png?1570446974,['2019'],https://www.linkedin.com/company/feelming,https://www.facebook.com/FeelmaticSuite,,https://feelming.com/,https://twitter.com/feelmatic_suite,https://instagram.com/feelmatic_suite,
Finalrentals.com,"Finalrentals is the online B2C marketplace for car rentals. You can search, compare and rent a car using Finalrentals web & app. Book now.",Poland,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a298a8a274822f4f070c73f910dd870122ef0263.png?1568890347,['2019'],https://www.linkedin.com/company/13243225,https://www.facebook.com/finalrentals,https://www.crunchbase.com/organization/finalrentals,https://www.finalrentals.com/,https://twitter.com/finalrentals,https://instagram.com/finalrentals,
Finboot,We focus on solving business problems that quickly generate return. With our product MARCO we deliver Enterprise Blockchain Applications.,Spain,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/99adf8068bd100c7ec546d1fa90c651df4fa5497.png?1565712199,['2019'],https://www.linkedin.com/company/finboot,,https://www.crunchbase.com/organization/finboot,https://finboot.com/,https://twitter.com/FinbootTech,,
FINEXITY AG,"Germany’s first blockchain-based real estate investment platform for retail investors | invest, profit, sell - starting at 500 Euros!",Germany,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/2c3f0a1cc12894f0df85bb6c8a88273b048b9897.png?1565269314,['2019'],https://www.linkedin.com/company/finexity,https://www.facebook.com/FINEXITY,https://www.crunchbase.com/organization/finexity-ag,https://finexity.com/,https://twitter.com/_finexity_,,https://angel.co/company/finexity
FINIK.PRO Llc,"Specializing in developing software for banking and financial sectors, Finik.Pro is a FinTech company headquartered in Ukraine.",Ukraine,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f9918627645e3ef23c03a260a8456716845cd6d4.png?1565603288,['2019'],https://www.linkedin.com/company/finik-pro,https://www.facebook.com/Finik.ProLLC,,https://www.finik.pro/,,,
Finspin,Online credit broker platform for individual borrowers bringing together major data owners and financial service providers.,Russia,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/2b511cb1dcfb0bf29309fbaf341586301709056a.png?1569994252,['2019'],,,,https://exbico.com/,,,
fiskaly,Compliance to fiscal legislations across europe - now targeting Germany 1st Jan 2020 a new PoS / cash-register law comes effective!,Austria,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/5bca3cce2bb74a32715776fde5fbee00aadcf071.png?1570798923,['2019'],https://www.linkedin.com/company/fiskaly,https://www.facebook.com/fiskalySoftware,https://www.crunchbase.com/organization/fiskaly,https://fiskaly.com/,https://twitter.com/fiskaly,,https://angel.co/company/fiskaly
Fiskl Limited,"A global, mobile-first SaaS platform for SME financial management + API engine & intelligent data platform for enterprises focused on SMEs",United Kingdom,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/4e6147ae24cc4ecf4b9a2bd2fe66495baabd0db3.png?1565946745,['2019'],https://www.linkedin.com/company/fiskl-limited,https://www.facebook.com/FisklApp,https://www.crunchbase.com/organization/fiskl-limited,https://fiskl.com/,https://twitter.com/Fisklapp,,https://angel.co/fiskl
Flexiwage,"When there's more month than money, empower your employees to control and budget their income, to have their wage, their way.",Ireland,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/dcf4e716ac4eabfc7ca2f6c4ccfbd5a4e5211cb0.png?1526629770,['2019'],https://www.linkedin.com/company/10973472/admin/updates,https://www.facebook.com/flexiwage,,https://www.flexiwage.com/,https://twitter.com/flexiwage,,
Flipbase,Flipbase is an integrated white-label video recording and playback technology for candidate screening and culture branding.,Netherlands,HR & recruitment,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/d69c1dc325c5f3b8ffd05efbebada6738e2ecf21.png?1568879848,['2019'],https://www.linkedin.com/company/3523563,https://www.facebook.com/atflipbase,,https://flipbase.com/,,https://instagram.com/atflipbase,
Flyhjælp,"We automate legal processes. Our Nordic brands have helped more than 130,000 air passengers with securing compensation for delayed…",Denmark,Legal & consultancy,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/12ce673b4595bd127733c81f123b0e51db008f67.png?1567431167,['2019'],https://www.linkedin.com/company/flyhj%C3%A6lp,https://www.facebook.com/flyhjaelp,,https://flyhjaelp.dk/,https://twitter.com/Flyhjaelp,,
Focus Technologies,Decision support system for malls and retail. Cloud IoT platform for correct traffic and profits management.,Russia,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/681c83dd99019f82fb12ee15c78a7d0a22d283c1.png?1569848104,['2019'],https://www.linkedin.com/company/35461230,https://www.facebook.com/focustechnologies.bi/?ref=bookmarks,,https://focus.bi/en/,,https://instagram.com/focus.technologies?igshid=g6tbqircg45o,
FoodStory,Integrated restaurant managment platform from farm to fork,Thailand,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/d1f91d207709dbd8b077d3191361d2a9ecd4fb76.png?1571226479,['2019'],https://www.linkedin.com/company/27034445,,https://www.crunchbase.com/organization/foodstory,https://www.foodstory.co/en,https://twitter.com/FoodStoryTeam,,
Formulate,POWER THE TRUE EFFECT – Retail DecisionCloud is a SaaS solution chosen by leading retailers to improve the effect of their promotions,Sweden,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/339cebb381acf4391c8623501475f3e94c5a8a2b.png?1570462416,['2019'],https://www.linkedin.com/company/formulate,,,https://formulate.app/,,,
FOTOP,WE HELP PEOPLE TO ENJOY THE UNIQUE MOMENTS OF THEIR LIVES. Connecting photographers to event attendees,Brazil,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/2a1d9118a503a3dc4534d69d3596857a1f355ee7.png?1565375907,['2019'],https://www.linkedin.com/company/fotop,https://www.facebook.com/fotopbr/,https://www.crunchbase.com/organization/fotop,http://www.fotop.io/,,,
Foxy Nerds Studio,Worldwide Social Influence platform powered by AI that connects the most ambitious brands with the most creative influencers,France,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/0ff7037d6a41e093e4b2897993bcf1323ecd400f.png?1565775463,['2019'],https://www.linkedin.com/company/foxy-nerds-studio,https://www.facebook.com/FoxyNerdsStudio,,https://www.foxynerds.studio/,https://twitter.com/FoxyNerdsStudio,,
Fractal Mind,"We're game changers in the engagement market, producing gamified solutions to transform experiences and boost business results.",Portugal,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/82029db36540e202368b089a8bd043853b3dd01f.png?1570104643,['2019'],https://www.linkedin.com/company/fractal-mind,https://www.facebook.com/fractalmindpt,https://www.crunchbase.com/organization/fractal-mind#section-recent-news-activity,https://www.fractalmind.pt/,https://twitter.com/FractalMind_Lda,,
FrameLink,"Take your company's scattered data from Excel, your CRM, and your website, and unify it in a single place.",Portugal,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a111d5381edfb2ad81d053f52f646751c250ec3e.png?1570607991,['2019'],,https://www.facebook.com/framelink.co/,,http://framelink.co/,https://twitter.com/framelink_co,,
France Labs,"Organizations that need to search their information, including PDFs, MS Office documents and images, use Datafari Enterprise Search.",France,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/93cf9502dc72b0149137eb570d8ee0963a24b59b.png?1565621635,['2019'],https://www.linkedin.com/company/france-labs,https://www.facebook.com/pages/France-Labs/307147449330206,,https://www.datafari.com/en,https://twitter.com/francelabs,,
Friendlyscore,Modern Credit Scoring using PSD2 Open Banking data and psychometry to demonstrate consumer creditworthiness and affordability to lenders.,United Kingdom,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/2ad9c0b058610590f1bf49090eb2daf1f4901735.png?1570468458,['2019'],https://www.linkedin.com/company/friendly-score,https://www.facebook.com/friendlyscore/,https://www.crunchbase.com/organization/friendly-score#/entity,https://friendlyscore.com/,https://twitter.com/FriendlyScore,https://instagram.com/friendlyscore,https://angel.co/friendlyscore-1
Frizby,Frizby is an HR solution which helps managers run frequent one on one meetings with their teammates to boost their engagement and wellbeing.,Belgium,HR & recruitment,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/462cf74e006059b4dbc33d1d67804f7ee355bd6e.png?1565701503,['2019'],https://www.linkedin.com/company/frizby,https://www.facebook.com/frizby.co,,https://frizby.co/,https://twitter.com/Frizby_co,,
Fulfillment Bridge,"Fulfillment Bridge is cloud based one-stop logistics solution for e-commerce that offers global warehousing, shipping, returns and more.",Hong Kong,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f6793e6b649c26e8ad022e7db44794a3b6f851c6.png?1557826934,['2019'],https://www.linkedin.com/company/18994586,https://www.facebook.com/FulfillmentBridge,https://www.crunchbase.com/organization/fulfillment-bridge,http://fulfillmentbridge.com/,https://twitter.com/FulfillmentBri1,https://instagram.com/fulfillmentbridge,
Fülhaus,The most comprehensive furnishing solution that helps grow the rental market.,Canada,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f13739fd09381d58e7b67dbe2d02aedf6dd34647.png?1571322408,['2019'],https://www.linkedin.com/company/11355261,https://www.facebook.com/fulhausinc,,https://fulhaus.com/,,https://instagram.com/fulhausinc/?hl=en,https://angel.co/company/fulhaus
FULL FABRIC,We help universities around the world transform their organisations to deliver a truly distinctive student experience.,United Kingdom,Education,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/7e783a80aa10129e7b20757201549fa404b02ffc.png?1571306779,['2019'],https://www.linkedin.com/company/full-fabric,https://www.facebook.com/fullfabriccrm,,https://fullfabric.com/,https://twitter.com/fullfabric,https://instagram.com/full_fabric,
FullFace Biometric Solutions,"Brazilian Startup, specialized in facial biometrics authentication through proprietary algorithm guaranteeing security, privacy…",Brazil,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/20b091fc0d198b1d96d029465036ba5d7f7fa16d.png?1568295964,['2019'],https://www.linkedin.com/company/fullface-biometric-solutions,,,http://www.fullface.com.br/,,,
Furniprice,Furniprice is a next generation marketplace specializing in furniture and interior products which unites buyers and sellers globally,Cyprus,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/06fce286d253603bb5cbaa70b73b08ed8fb74018.png?1538399327,['2019'],,https://www.facebook.com/furnipricecom,https://www.crunchbase.com/organization/furniprice,https://furniprice.com/,https://twitter.com/furniprice,https://instagram.com/furniprice,https://angel.co/furniprice
Fyde,"Fyde: the new zero trust standard for secure access. Mitigate risk, protect privacy, & upgrade performance. Any infra. Any device. Any app.",United States,Security,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/c1ba726fe03e9d81c4669b8ae66a6c78f437b5e5.png?1570616421,['2019'],https://www.linkedin.com/company/fyde,https://www.facebook.com/FydeApp,https://www.crunchbase.com/organization/fyde,https://www.fyde.com/,https://twitter.com/fyde,https://instagram.com/fyde,
G-Core Labs,Powerful cloud and edge solutions for the entertainment industry and media business,Russia,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/69cc96de7a35042a08407a67e578c6f27ed3b9e8.png?1570625671,['2019'],https://www.linkedin.com/company/g-core,https://www.facebook.com/gcorelabscom,,https://gcorelabs.com/,https://twitter.com/gcorelabs,https://instagram.com/gcorelabs,
"G.AI.A - Growing Artificial Intelligence Algorithm, Lda",A CRM platform that creates personalized and targeted campaigns using Artificial Intelligence and advanced Machine Learning algorithms.,Portugal,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f0a590547ea4cfbbd20ee73db02d66d30ee7c330.png?1570794312,['2019'],https://www.linkedin.com/company/campaign-express-llc,https://www.facebook.com/gaia.campaign,https://www.crunchbase.com/organization/g-ai-a-47c4,http://gaia.camp/,,https://instagram.com/gaia.ai,
Galactica,Galactica specializes in QMS/VR/Real Estate Solutions. We are the leading provider of Quality Management Software and…,Poland,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/6f5980216de2fdad435dce79733e42f9b8ade5c6.png?1568720752,['2019'],https://www.linkedin.com/company/it-galactica/about,https://www.facebook.com/galacticaoprogramowanie,https://www.crunchbase.com/organization/galactica,https://www.galactica.pl/,https://twitter.com/GalacticaIT,,
GantaBI,GantaBI uses AI & ML techniques to classify software tools from main OEMs to produce Advance Analytics and Data Virtualization as a…,Spain,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/894b862087cee2ee815e2c867645b74c360b3b66.png?1534230467,['2019'],https://www.linkedin.com/company/gantabi,,,http://gantabi.com/,https://twitter.com/gantabi_es,,
Gapless,Our vision is to become the platform for #thingsyoulove & be one of the first adoption cases for users which leverages blockchain technology,Germany,Autotech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/70b69e10db0afa76159ce5b8d859b73e2103e492.png?1569855355,['2019'],https://www.linkedin.com/company/gapless-app,https://www.facebook.com/gaplesscarhistory,https://www.crunchbase.com/organization/gapless,https://gapless.app/,,https://instagram.com/gapless_carhistory,https://angel.co/company/gapless-new-horizon
Garment IO,We boost productivity of garment factories using IoT by gathering live data from production lines & uncovering inefficiencies in real-time.,Egypt,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a771bcd7b15e0d9cb0e632b5cec31ca287679a59.png?1571134849,['2019'],,,,https://garment.io/,https://twitter.com/garmentio,,
GDFLab,GDFLab have developed 16K video upscaler based on AI. Mobile GDFPlay restores low-quality video to high quality in real time.,Republic of Korea,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/22f7bbed61ada9fba8496cd5922b4607bd0fd014.png?1560934643,['2019'],https://www.linkedin.com/company/gdflab,https://www.facebook.com/GDFLab,,http://www.gdflab.com/,https://twitter.com/GDFLab_,,
Geeb,"The first on-demand Omani company in the GCC, where everything is just one click away.",Oman,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/95c09595071aa1e49be569c609381c92fbc9a375.png?1567161095,['2019'],https://www.linkedin.com/company/geeb,https://www.facebook.com/geebappom,,https://www.geebapp.com/,https://twitter.com/geebapp,,
Geomiq,"The platform designed for fast moving engineering teams, building the worlds most innovative products.",United Kingdom,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/0953f7612306a87550f3ff56d193570644c668f9.png?1570547439,['2019'],,https://www.facebook.com/geomiq,https://www.crunchbase.com/organization/geomiq,https://www.geomiq.com/,https://twitter.com/geomiq_official,https://instagram.com/geomiq_platform,https://angel.co/company/manufacturing-source
Get Driven,Get Driven is an app where screened students/workers drive your car for you. We are a B2B platform converting traveltime into worktime.,Belgium,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/2b4bdbbfeb621fe8dbce89c1fa1d68413ebfe754.png?1566552871,['2019'],,https://www.facebook.com/getdrivenglobal,,http://getdriven.app/,,,
GIZTIX - Digital Trucking,"Thailand No.1 trucking service for B2B customers and digital solutions for fleet owners. Having over 1,000 B2B customers and +10,000…",Thailand,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/6210945b24534820e3bfdcaff5b455396b2bcce2.png?1570531739,['2019'],,https://www.facebook.com/giztix,https://www.crunchbase.com/organization/giztix,https://www.giztix.com/,,https://instagram.com/giztix_official/?hl=th,
Globatalent,The first sports exchange that allows everyone to invest and trade sport assets.,United Kingdom,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/0e9165048b9678d0c0af7bf1f7e379aa17b6f5f0.png?1570624788,['2019'],https://www.linkedin.com/company/globatalent,https://www.facebook.com/globatalent.official,https://www.crunchbase.com/organization/globatalent,https://globatalent.com/,https://twitter.com/globatalent,https://instagram.com/globatalent,https://angel.co/company/globatalent-2
Globish,Globish is the largest online English learning platform in Thailand and helps digitalise traditional school and corporate training.,Thailand,Education,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/0b8e286bf7ba8c8e185b6759dddf374969e119bd.png?1560952959,['2019'],https://www.linkedin.com/company/globish-academia,https://www.facebook.com/speakglobish,,https://www.globish.co.th/,,https://instagram.com/globish_thailand,
GoldFinX PTE LTD.,EMPOWERING ARTISANAL GOLD MINING. Our Protected Coin puts gold mines in your wallet. GiX is a blend of a solid business model in crypto!,Portugal,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/0b4054f18911dd2d3d8a9de608b6698dd0a365cc.png?1570102974,['2019'],https://www.linkedin.com/company/goldfinx,https://www.facebook.com/goldfinx,,https://www.goldfinx.com/,https://twitter.com/goldfinx,https://instagram.com/goldfinx,
good2rent,"Are you good2rent? Get a Rental-Passport before your property search. No paperwork, no uncertainty. Prove instantly you’re a star…",United Kingdom,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/4a3b361126145ca05af4379ac73d1ba7e4e18464.png?1570713705,['2019'],https://www.linkedin.com/company/11178156/admin,https://www.facebook.com/good2rent,,https://good2rent.com/,https://twitter.com/good2rent,https://instagram.com/good2rent,
GoParity,We empower people to save and make money by investing in impactful projects. #moneyforgood is a 10€ voucher when downloading…,Portugal,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/e28e9d27fc07a94375751cb4eb30e317db7d1b76.png?1538047129,['2019'],https://www.linkedin.com/company/goparity,https://www.facebook.com/goparity,https://www.crunchbase.com/organization/goparity#section-overview,https://goparity.com/,https://twitter.com/goparity,,
GoPlant.me,GoPlant.me is a reforestation platform and a perfect CSR tool motivating companies and individuals to improve urban and rural environment.,Estonia,"Environment, energy & clean tech",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/aa7b80c086e3c0b8b0c5832a7d1677fc0ac23838.png?1565693127,['2019'],https://www.linkedin.com/company/14784305,https://www.facebook.com/goplantme,,http://goplant.me/,https://twitter.com/MojeDrvo,,
GreenData,The Developer of the Intelligent specialized low-code platform for creating digital services for financial institutions,Russia,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/99cc32843fabddc3cf2865767ea4e0b185e209e0.png?1571249999,['2019'],,,,http://greendatasoft.com/,,,
Ground,Ground helps Landlords or Asset Managers to increase the profitability of their surfaces by improving the overall workplace experience,France,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/ccc2e9278d2ba3ce15601d5298621008b26b3d1f.png?1570104419,['2019'],https://www.linkedin.com/company/getground-io,,,http://getground.io/,,,
GrowIN Portugal,"Company as a Service Platform to Remotely Incorporate, Manage & Accelerate your Startup in Portugal",Portugal,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/c79e8cd986095a04b7db8459efc3b7f0c3ca9bc7.png?1570700055,['2019'],https://www.linkedin.com/company/growinportugal,https://www.facebook.com/growinportugal,https://www.crunchbase.com/organization/growin-portugal,https://www.growinportugal.com/,https://twitter.com/growinportugal,https://instagram.com/growinportugal,https://angel.co/company/growinportugal
GuardYoo,"Automated Compromise and Security Risk Assessment, Asset Discovery, Threat Hunting, Incident Detection, Compliance, Cyber Health…",Ireland,Security,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/22bbf8424a06527bc10906eab5145f4000cae75e.png?1566906333,['2019'],https://www.linkedin.com/company/guardyoo,,,https://www.guardyoo.com/,https://twitter.com/GuardYoo,,
Hakdefnet GmbH,Making Cyber Risk Intelligence Easy,Germany,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1b614695e918446bd1b3029fc828d064a328413d.png?1539006124,['2019'],,,,https://hakdefnet.org/,https://twitter.com/1D10T1,,
Happy at Work,Easy-to-use digital service to measure employee well-being through anonymous employee surveys.,Sweden,HR & recruitment,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/3850a444f8452afa214895cafefdfa3ab22f5448.png?1566054106,['2019'],https://www.linkedin.com/company/happy-work-sweden,https://www.facebook.com/happyatworks,,https://www.happyatwork.se/,https://twitter.com/happyatwork_se,,https://angel.co/company/happy-at-work
HAVR,"Meet BrightLock, the world’s first and only LiFi smart access solution. Let anyone open any door with their smartphone flash.",France,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/6ced92ade7b7e1439d2d933793c96be64d63d4d3.png?1565251480,['2019'],https://www.linkedin.com/company/havrsmartlock,https://www.facebook.com/HavrBrightlock,https://www.crunchbase.com/organization/havr#section-overview,https://www.havr.io/,https://twitter.com/HavrBrightLock,,https://angel.co/havr
HiCandidate™ by socialtelligence,"HiCandidate generates social media ads from your job openings. Fully automated, perfectly targeted, making recruiters smile. Patent…",Germany,HR & recruitment,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/55913f9b076119368a868f2713f5a24df9e30049.png?1534318979,['2019'],https://www.linkedin.com/company/socialtelligence,https://www.facebook.com/socialtelligence,,https://hicandidate.com/,https://twitter.com/HiCandidate,,
HIPS Payment Group Ltd,Hips is enabling Banks and Fintech Innovators to compete in today’s new era of commerce where payment processing is the new…,Ireland,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/cdd0e5b945760b3b863ae04dd6b92ca521a4767d.png?1571065854,['2019'],https://www.linkedin.com/company/hips-payments,,,https://hips.com/,,,
